size: 400
fiber radius: 4.99
fiber number: 1048
total fiber number: 1098
340,56
108,48
30,274
132,70
292,182
378,332
212,198
116,186
20,44
346,34
114,382
278,104
86,304
190,24
384,202
28,372
90,142
260,194
94,268
8,194
162,220
228,62
108,366
252,302
208,294
184,170
166,48
252,362
220,396
90,220
224,356
208,70
296,96
244,154
82,268
132,398
94,78
356,44
212,322
298,392
386,344
240,274
8,112
132,152
124,274
252,112
192,76
172,112
268,6
106,254
284,374
350,82
306,306
318,106
276,234
174,224
62,148
94,280
380,170
282,246
398,232
76,126
334,272
338,112
110,132
182,254
50,366
94,236
148,334
52,254
146,184
254,206
276,70
334,374
330,94
10,68
392,308
368,268
120,38
10,100
352,336
382,398
40,374
30,70
16,242
284,284
382,24
214,14
362,300
396,252
216,26
14,56
358,312
150,390
332,156
76,166
298,84
228,42
30,54
254,348
208,258
218,54
186,238
234,318
368,186
312,288
8,154
118,314
256,6
86,22
322,390
342,298
126,224
360,140
202,14
218,234
14,260
72,54
100,58
130,142
190,194
236,144
264,212
128,294
206,226
254,148
42,306
140,244
74,70
306,136
180,96
298,164
208,148
390,108
48,10
322,348
34,298
140,328
156,286
20,180
176,38
2,264
244,342
322,288
398,54
324,244
340,70
10,276
370,358
42,138
396,26
46,80
102,114
302,64
352,184
362,206
306,260
322,338
236,396
128,88
360,164
140,224
26,120
126,200
104,296
230,122
38,388
90,396
370,142
156,62
284,162
338,288
50,180
218,172
314,130
352,242
292,360
142,88
82,390
386,88
88,114
386,162
248,318
380,216
382,150
288,316
230,136
208,32
122,60
98,172
118,396
266,260
370,322
250,88
326,186
36,264
154,126
398,396
266,358
180,368
56,242
68,118
72,102
50,376
298,200
378,372
72,12
202,362
206,60
274,136
282,396
108,168
170,248
304,280
200,314
290,340
100,330
76,218
26,196
212,44
296,372
220,212
170,392
182,338
346,216
286,52
282,126
152,166
38,202
380,250
360,60
22,328
214,102
372,30
136,26
362,238
316,202
98,124
98,182
214,280
28,388
6,166
76,254
248,268
328,112
60,112
244,368
142,318
102,318
38,46
118,342
328,202
310,336
198,330
312,348
40,28
118,142
304,124
88,316
184,62
74,44
376,14
82,208
218,142
96,100
334,130
