200
 5
268
46,186
190,40
114,162
96,128
54,116
136,164
120,128
148,116
86,186
88,120
54,46
22,130
148,72
22,16
72, 4
136,180
32,192
188,12
164,74
140,198
164,56
14,142
72,170
138,48
48,80
10,200
148,168
42,60
176,62
46,138
46,150
46,14
104,68
136,84
98,40
22,82
 4,54
190,188
36,100
44,42
 2,26
48,176
150,46
174,112
94,56
158,122
80,142
 8,132
194,130
36,90
114,74
20,150
48,198
116,196
196,144
156, 8
90,92
14,182
30,158
140,62
64,36
68,48
24,112
16,28
80,74
200,120
88,110
148,184
54,90
56,138
 6,112
122,32
200,192
14,164
174,160
86,200
 2, 6
168,40
76,58
72,190
110,174
178,80
144,92
22,98
116,92
106,122
162,20
128,68
146,140
110,136
198,16
78,120
166,90
96,160
178,136
158,32
66,106
70,158
146,102
30,56
198,156
196,72
190,58
88,48
160,190
96,194
30,176
58,200
58,20
124,138
106,110
82,28
100,148
180,24
132,26
124,162
14,58
96,172
200,82
108,14
108,36
180,178
34,116
42,108
44,164
56,128
12,122
90,144
104,94
190, 2
158,146
76,98
200,104
168,126
62,10
160,168
130,96
62,146
186,170
176,102
136,128
122,102
158,156
172,184
176,14
18,40
10,72
90,18
60,166
96,28
32,78
82,84
200,166
28,140
180, 4
164,138
178,92
78,110
188,88
130,148
190,112
144, 8
116, 8
124,184
168, 4
66,68
118,18
50,28
156,62
82,170
186,158
80,40
52,106
122,48
70,20
12,84
38,20
156,90
128,16
 4,180
 4,64
86,158
108,56
148,152
170,170
184,148
20, 4
136,118
72,130
90,74
30,68
158,180
30,38
196,94
58,180
190,26
80,10
106,186
10,154
24,48
86,62
134,138
126,86
138,108
56,72
112,46
160,102
98,12
68,82
170,194
182,52
 6,44
116,152
136,36
106,84
56,60
60,98
152,132
22,170
152,198
170,146
104, 2
126,120
 6,96
178,34
138,18
32, 6
98,116
180,194
122,172
64,120
154,80
58,156
182,118
28,28
148,24
22,188
128, 4
82,130
72,204
140,-2
10, 0
204,54
202,26
48,-2
116,-4
-4,144
 0,120
 0,192
86, 0
202, 6
-2,16
-2,156
-4,72
58, 0
 0,82
190,202
 0,104
 0,166
180,204
168,204
204,180
204,64
20,204
-4,94
152,-2
104,202
128,204
