size: 200
fiber radius: 4.99
fiber number: 200
total fiber number: 225
44,26
146,158
2,170
156,10
142,146
54,136
126,48
166,154
22,38
98,40
20,10
156,64
68,44
182,126
80,12
88,200
98,180
80,186
144,124
188,26
130,168
150,168
112,196
68,124
152,84
140,196
8,72
58,48
126,120
58,148
168,28
74,162
196,38
118,136
18,196
48,82
32,70
178,20
138,180
62,10
118,16
198,144
88,96
130,62
96,74
158,134
6,112
188,198
162,180
178,190
90,130
170,76
42,132
164,98
50,158
184,112
30,180
42,180
178,58
134,26
180,166
100,140
146,4
70,76
114,80
30,128
196,116
112,104
40,52
164,108
92,86
70,104
32,114
86,168
74,92
156,148
120,92
46,168
4,88
124,106
20,182
104,30
2,154
56,22
118,154
134,104
190,132
138,74
116,174
24,90
80,74
52,60
24,100
54,36
46,98
106,54
88,36
192,88
82,64
184,182
68,172
182,8
144,36
110,10
32,192
64,140
102,154
136,88
52,2
56,190
168,196
92,118
76,118
88,20
14,100
150,48
20,52
184,140
46,116
146,112
64,92
22,22
64,60
18,168
190,14
58,166
136,42
34,30
16,118
40,200
86,146
120,184
190,154
200,194
110,144
124,76
180,86
76,148
130,2
10,10
10,140
40,152
126,148
8,178
140,166
198,48
12,152
110,68
2,124
88,158
170,40
104,82
12,44
146,20
4,60
128,132
32,170
166,166
116,58
94,56
146,186
66,196
100,124
170,50
24,160
158,20
52,108
14,60
104,168
184,102
198,98
104,110
172,136
70,28
100,98
168,10
190,66
98,196
78,44
4,32
44,16
146,68
30,16
116,126
82,104
156,36
112,44
164,126
118,30
36,104
196,78
128,16
74,132
166,62
180,40
176,146
42,66
80,54
14,90
26,78
202,170
88,0
112,-4
140,-4
-4,38
18,-4
-2,144
188,-2
146,204
-4,116
204,88
202,154
52,202
168,-4
40,0
0,194
130,202
-2,48
202,124
204,60
66,-4
-2,98
98,-4
204,32
-4,78
